tech_id,tech_name,localization_description,category,vanilla_era,technology_definition_file,icon,icon_exists,shared_icon,name_localization_exists,description_localization_exists,name_localization_source,description_localization_source,localization_validation,vanilla_prerequisites,vanilla_ai_weight,ai_weight_class,vanilla_direct_modifiers,scripted_modifiers_or_effects,other_direct_properties,can_research,unlock_count,unlock_summary,reference_count,reference_summary,current_mod_status,definition_delta,prerequisite_delta,modifier_delta,unlock_delta,ai_weight_delta,localization_delta,historical_concept,historical_window_estimate,early_tree_relevance,best_matching_v1_branch,best_matching_v1_node,secondary_matching_nodes,overlap_class,primary_action,secondary_actions,recommended_target_era,recommended_prerequisite_changes,recommended_unlock_changes,historical_problem,gameplay_problem,duplication_problem,implementation_risk,hardcoded_or_engine_sensitive,naval_great_wave_dependency,defer_to_tech_1b,regionalization_candidate,ai_weight_rework_risk,confidence,notes,source_definition_file
colonization,Colonization,"As a population grows, it becomes possible to go elsewhere and find new mainly unclaimed land for the taking.  ",Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/colonization.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:148,localization/english/inventions_l_english.yml:149,OK,international_relations,value = 1,STATIC,country_institution_colonial_affairs_max_investment_add=2;country_infamy_generation_against_unrecognized_mult=-0.1,NONE,NONE,yes(default),11,buildings=1; institutions=1; journal_entries=4; laws=4; treaty_articles=1,59,BUILDING_REQUIREMENT=1; EVENT_CONDITION=26; EVENT_EFFECT=2; INSTITUTION_REQUIREMENT=2; JOURNAL_REQUIREMENT=4; LAW_REQUIREMENT=4; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=16; UNLOCK=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=78,NONE,NONE,"Systematic Cadastral Surveying; As a population grows, it becomes possible to go elsewhere and find new mainly unclaimed land for the taking.",1760s–early XIXe,DIRECT_1700_1836,Society V1,systematic_cadastral_surveying,NONE,PARTIAL,REWIRE,NONE,ERA IV,Rewire toward V1 prerequisite logic: systematic_administrative_statistics,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,"14 indexed relations and 59 occurrences make REWIRE an integration task, not a label-only edit.","PARTIAL overlap with systematic_cadastral_surveying: Colonial administration uses surveys, but colonization is broader.",HIGH,NO,NO,NO,NO,NO,MEDIUM,"Colonial administration uses surveys, but colonization is broader.",common/technology/technologies/30_society.txt:241
currency_standards,Currency Standards,"By establishing a standardized currency the population can be taxed in a uniform fashion, collecting tax via currency rather than labor or goods.",Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/currency_standards.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:303,localization/english/inventions_l_english.yml:304,OK,international_trade;centralization,value = 3 if = { limit = { has_journal_entry = je_sick_man_bureaucracy } add = 20 },OTHER,NONE,NONE,NONE,yes(default),1,laws=1,8,EVENT_EFFECT=2; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=4,NONE,NONE,"Scientific Metrology; By establishing a standardized currency the population can be taxed in a uniform fashion, collecting tax via currency rather than labor or goods.",Late XVIIIe,DIRECT_1700_1836,Society V1,scientific_metrology,institutionalized_public_credit,PARTIAL,SPLIT,REWIRE;RETIME,ERA IV,Rewire toward V1 prerequisite logic: systematic_administrative_statistics; institutionalized_scientific_exchange,Partition current unlocks by historical mechanism among split nodes.,Broad or inherited capability needs differentiated pre-1836 timing.,"2 indexed relations and 8 occurrences make SPLIT an integration task, not a label-only edit.",PARTIAL overlap with scientific_metrology: Currency standards overlap metrology and public credit.,HIGH,NO,NO,NO,NO,YES,MEDIUM,Currency standards overlap metrology and public credit.,common/technology/technologies/30_society.txt:79
democracy,Democracy,"Democracy is at its heart the idea that the population of a country get to choose how their country is run, through voting or other means. ",Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/democracy.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:180,localization/english/inventions_l_english.yml:181,OK,rationalism,value = 3,STATIC,country_institution_social_security_max_investment_add=2,NONE,NONE,yes(default),7,journal_entries=1; laws=6,24,EVENT_CONDITION=4; EVENT_EFFECT=5; JOURNAL_REQUIREMENT=1; LAW_REQUIREMENT=6; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=4,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=9,NONE,NONE,"Constitutional Government; Democracy is at its heart the idea that the population of a country get to choose how their country is run, through voting or other means.",1776–1790s,DIRECT_1700_1836,Society V1,constitutional_government,national_sovereignty;universal_rights_discourse;liberal_constitutionalism,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA IV,Rewire toward V1 prerequisite logic: periodical_print_networks,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"10 indexed relations and 24 occurrences make SPLIT an integration task, not a label-only edit.","VANILLA_BROADER overlap with constitutional_government: Constitutional form, sovereignty, citizenship and later liberal politics are combined.",HIGH,NO,NO,NO,NO,NO,MEDIUM,"Constitutional form, sovereignty, citizenship and later liberal politics are combined.",common/technology/technologies/30_society.txt:100
empiricism,Empiricism,"An epistemological philosophy deriving knowledge from empirical evidence, information gathered from experiences rather than cultural norms or religious beliefs.",Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/empiricism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:204,localization/english/inventions_l_english.yml:205,OK,academia,value = 1.5,STATIC,country_influence_mult=0.25;country_diplomatic_play_maneuvers_mult=0.25;country_institution_schools_max_investment_add=1;state_education_access_wealth_add=0.005,NONE,NONE,yes(default),4,laws=3; parties=1,38,EVENT_CONDITION=1; EVENT_EFFECT=23; LAW_REQUIREMENT=3; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=6; UNLOCK=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=7,NONE,NONE,"Institutionalized Scientific Exchange; An epistemological philosophy deriving knowledge from empirical evidence, information gathered from experiences rather than cultural norms or religious beliefs.",Pré-1700 puis expansion au XVIIIe siècle,DIRECT_1700_1836,Society V1,institutionalized_scientific_exchange,codified_practical_knowledge;experimental_research_laboratories,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA I,Rewire toward V1 prerequisite logic: BASELINE_LITERACY_AND_KNOWLEDGE_NETWORKS,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"10 indexed relations and 38 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with institutionalized_scientific_exchange: Philosophy label carries distinct institutional roles.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Philosophy label carries distinct institutional roles.,common/technology/technologies/30_society.txt:353
international_relations,International Relations,Formalizing diplomacy provides a firm framework for both improved cordiality and hostility with other nations.,Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/international_diplomacy.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:587,localization/english/inventions_l_english.yml:588,OK,tech_bureaucracy,value = 1.5,STATIC,NONE,NONE,NONE,yes(default),16,diplomatic_actions=1; treaty_articles=15,30,EVENT_CONDITION=2; EVENT_EFFECT=3; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=5; UNLOCK=16,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=3,NONE,NONE,Institutionalized Scientific Exchange; Formalizing diplomacy provides a firm framework for both improved cordiality and hostility with other nations.,Pré-1700 puis expansion au XVIIIe siècle,DIRECT_1700_1836,Society V1,institutionalized_scientific_exchange,NONE,NAME_COLLISION_ONLY,KEEP,NONE,ERA I,Rewire toward V1 prerequisite logic: BASELINE_LITERACY_AND_KNOWLEDGE_NETWORKS,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,NAME_COLLISION_ONLY overlap with institutionalized_scientific_exchange: No frozen V1 diplomacy node; only weak exchange similarity.,HIGH,NO,NO,NO,NO,NO,MEDIUM,No frozen V1 diplomacy node; only weak exchange similarity.,common/technology/technologies/30_society.txt:263
international_trade,International Trade,"The ability to trade not just within your country, or even within your continent, but across the entire world has revolutionized the global economy.",Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/international_trade.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:260,localization/english/inventions_l_english.yml:261,OK,tech_bureaucracy,value = 3,STATIC,NONE,NONE,NONE,yes(default),9,diplomatic_actions=1; journal_entries=1; laws=3; treaty_articles=4,43,EVENT_EFFECT=28; JOURNAL_REQUIREMENT=1; LAW_REQUIREMENT=3; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=2; UNLOCK=5,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=11,NONE,NONE,"Commercial Insurance Markets; The ability to trade not just within your country, or even within your continent, but across the entire world has revolutionized the global economy.",Pré-1700 puis institutionnalisation au XVIIIe siècle,DIRECT_1700_1836,Society V1,commercial_insurance_markets,joint_stock_capital_markets;institutionalized_public_credit,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA I,Rewire toward V1 prerequisite logic: BASELINE_LONG_DISTANCE_COMMERCE,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"11 indexed relations and 43 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with commercial_insurance_markets: Broad trade node bundles market institutions.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Broad trade node bundles market institutions.,common/technology/technologies/30_society.txt:142
law_enforcement,Law Enforcement,A professional force trained to a set standard permits the state to police its populace with increased authority.,Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/law_enforcement.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:176,localization/english/inventions_l_english.yml:177,OK,tech_bureaucracy;urban_planning,value = 1.5,STATIC,country_institution_police_max_investment_add=1,NONE,NONE,yes(default),4,laws=4,17,EVENT_EFFECT=6; LAW_REQUIREMENT=4; LOCALIZATION_ONLY=2; TRIGGER=5,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=13,NONE,NONE,Professional Civil Policing; A professional force trained to a set standard permits the state to police its populace with increased authority.,"Late XVIIIe antecedents, 1820s frontier",DIRECT_1700_1836,Society V1,professional_civil_policing,NONE,STRONG,RETIME,REWIRE,ERA VI,Rewire toward V1 prerequisite logic: systematic_legal_codification; systematic_administrative_statistics,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"5 indexed relations and 17 occurrences make RETIME an integration task, not a label-only edit.",STRONG overlap with professional_civil_policing: Same policing professionalization role.,MEDIUM,NO,NO,NO,NO,NO,MEDIUM,Same policing professionalization role.,common/technology/technologies/30_society.txt:277
mass_communication,Mass Communication,Mass Communication is the easy spread of information utilizing technologies such as the newspaper.,Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/mass_communication.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:284,localization/english/inventions_l_english.yml:285,OK,democracy,value = 1.5,STATIC,country_authority_mult=0.1;country_voting_power_mult=0.1,NONE,NONE,yes(default),1,journal_entries=1,21,EVENT_CONDITION=8; EVENT_EFFECT=6; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=2; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=8,NONE,NONE,Periodical Print Networks; Mass Communication is the easy spread of information utilizing technologies such as the newspaper.,"Presse périodique pré-1700, expansion forte au XVIIIe",DIRECT_1700_1836,Society V1,periodical_print_networks,mechanized_printing;mass_circulation_press,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA I,Rewire toward V1 prerequisite logic: BASELINE_PRINT_CULTURE,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"5 indexed relations and 21 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with periodical_print_networks: Several print and mass-media stages are combined.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Several print and mass-media stages are combined.,common/technology/technologies/30_society.txt:334
medical_degrees,Medical Degrees,Public health is greatly improved when those given responsibility for it are trained and certified in their fields.,Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/medical_degrees.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:591,localization/english/inventions_l_english.yml:592,OK,academia,value = 1.5,STATIC,country_institution_health_system_max_investment_add=1,NONE,NONE,yes(default),1,laws=1,24,EVENT_CONDITION=14; EVENT_EFFECT=4; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=17,NONE,NONE,Clinical Medical Education; Public health is greatly improved when those given responsibility for it are trained and certified in their fields.,Mid XVIIIe,DIRECT_1700_1836,Society V1,clinical_medical_education,NONE,EXACT,REPLACE,REWIRE;RETIME,ERA III,Rewire toward V1 prerequisite logic: institutionalized_scientific_exchange,Transfer indexed unlocks to the replacement after semantic and AI validation.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"3 indexed relations and 24 occurrences make REPLACE an integration task, not a label-only edit.",EXACT overlap with clinical_medical_education: Same credentialed clinical medical education.,HIGH,NO,NO,NO,NO,NO,HIGH,Same credentialed clinical medical education.,common/technology/technologies/30_society.txt:315
rationalism,Rationalism,Rationalism is the philosophical doctrine that knowledge is acquired by reason without resort to experience.,Society,era_1,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/rationalism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:374,localization/english/inventions_l_english.yml:375,OK,ROOT,value = 3,STATIC,country_institution_schools_max_investment_add=1;state_education_access_wealth_add=0.01,NONE,NONE,yes(default),3,journal_entries=1; laws=2,14,EVENT_EFFECT=7; JOURNAL_REQUIREMENT=1; LAW_REQUIREMENT=2; LOCALIZATION_ONLY=2; PREREQUISITE=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=3,NONE,NONE,Codified & Encyclopedic Practical Knowledge; Rationalism is the philosophical doctrine that knowledge is acquired by reason without resort to experience.,Milieu XVIIIe,DIRECT_1700_1836,Society V1,codified_practical_knowledge,institutionalized_scientific_exchange;experimental_research_laboratories,VANILLA_BROADER,SPLIT,REWIRE;RETIME,ERA III,Rewire toward V1 prerequisite logic: institutionalized_scientific_exchange; periodical_print_networks,Partition current unlocks by historical mechanism among split nodes.,Vanilla framing compresses several historically distinct transitions.,"7 indexed relations and 14 occurrences make SPLIT an integration task, not a label-only edit.",VANILLA_BROADER overlap with codified_practical_knowledge: Philosophical label carries broad knowledge-system effects.,HIGH,NO,NO,NO,NO,NO,MEDIUM,Philosophical label carries broad knowledge-system effects.,common/technology/technologies/30_society.txt:42
