"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"clinicopathological_medicine","era_5","society","Clinical Pathology","Médecine anatomoclinique","The institutional development of Clinicopathological Medicine expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Médecine anatomoclinique étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=medical_degrees experimental_research_laboratories; unlocks=none"
"active_principle_pharmacy","era_5","society","Active Principles","Principes actifs","The institutional development of Active-Principle Pharmacy expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Pharmacie des principes actifs étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=experimental_research_laboratories medical_degrees; unlocks=production_methods:pm_standardized_pharmaceuticals|laws:law_private_health_insurance"
"postal_savings","era_5","society","Postal Savings","Épargne postale","A valuable method for people to save money even if they do not have access to a bank, postal savings promote both the storage and flow of money among even the poorest of citizens.","L’épargne postale est une méthode précieuse qui permet aux gens d’épargner de l’argent même s’ils n’ont pas accès à une banque. Elle favorise à la fois le stockage et la circulation de l’argent, même chez les citoyens les plus pauvres.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/replace/1776_overrides_l_english.yml; fr=localization/french/replace/1776_overrides_l_french.yml; prerequisites=institutionalized_public_credit; unlocks=none"
"professional_civil_policing","era_6","society","Civil Policing","Police civile","The institutional development of Professional Civil Policing expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Police civile professionnelle étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=systematic_legal_codification systematic_administrative_statistics; unlocks=laws:law_national_guard|laws:law_secret_police|laws:law_shinsengumi|laws:law_local_police|laws:law_dedicated_police"
"mass_circulation_press","era_6","society","Mass-Circulation Press","Presse à grand tirage","The institutional development of Mass-Circulation Press expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Presse à grand tirage étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","BAD_TRANSLATION","YES","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=mechanized_printing organized_elementary_schooling; unlocks=production_methods:pm_rotary_press|laws:law_public_schools"
"liberal_constitutionalism","era_5","society","Liberal Constitution","Constitution libérale","The institutional development of Liberal Constitutionalism expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Constitutionnalisme libéral étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=constitutional_government human_rights classical_political_economy; unlocks=laws:law_total_separation|laws:law_universal_suffrage"
"labor_movement","era_6","society","Labor Movement","Mouvement ouvrier","Just as the world becomes more industrialized, so too do the workers become more organized, campaigning for better wages and better working conditions.","À mesure que le monde s’industrialise, les ouvriers s’organisent et militent pour de meilleurs salaires et de meilleures conditions de travail.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/replace/1776_overrides_l_english.yml; fr=localization/french/replace/1776_overrides_l_french.yml; prerequisites=organized_reform_movements liberal_constitutionalism; unlocks=laws:law_compulsory_primary_school|laws:law_worker_protections|laws:law_old_age_pension"
"early_socialism_cooperativism","era_6","society","Socialism & Cooperatives","Socialismes coopératifs","The institutional development of Early Socialism & Cooperativism expands scientific, administrative, educational, medical, or political capacity.","L’institutionnalisation de Socialisme précoce et coopérativisme étend les capacités scientifiques, administratives, éducatives, médicales ou politiques.","GENERIC_DESCRIPTION","NO","YES","MOD_ADDED; definition=common/technology/technologies/30_tech3a_society.txt; en=localization/english/tech3a_technology_l_english.yml; fr=localization/french/tech3a_technology_l_french.yml; prerequisites=organized_reform_movements classical_political_economy; unlocks=laws:law_proportional_taxation"
"academia","era_7","society","Academia","Études universitaires","Institutions of higher education don't just improve individual minds, but bring the nation's best and brightest together, where they can create extraordinary things.","Les établissements d’enseignement supérieur, en plus de former les individus, rassemblent les plus brillants d’entre eux et leur permettent de créer des choses extraordinaires.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rationalism; unlocks=none"
"admiralty","era_7","military","Admiralty","Amirauté","The Admiralty is a complex system of ranks connected by a rigid chain of command to help the navy work more efficiently.","L’amirauté est un système complexe de grades reliés par une chaîne de commandement stricte permettant à la marine de travailler plus efficacement.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=navigation; unlocks=none"
"analytical_philosophy","era_11","society","Analytical Philosophy","Philosophie analytique","A rigorous, argumentative approach to philosophy, the formal logic and near-mathematical attitude of analytic philosophy provides a solid framework to approach social movements with.","Approche rigoureuse et argumentée de la philosophie, la logique formelle et l’approche quasi-mathématique de la philosophie analytique fournissent un cadre solide pour aborder les mouvements sociaux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=specialized_professional_societies; unlocks=production_methods:pm_analytical_philosophy_department"
