TAG,Country,Technology_ID,Current_Status,Historical_Target,Action,Confidence,Tree_Blocker,Classification_Blocker,Reason,Source_1,Source_2
BEL,Belgium,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEL,Belgium,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://med.kuleuven.be/en/about-us/facts-figures,https://academieroyale.be/fr/l-academie-royale-histoire/
BEL,Belgium,military_topographic_surveying,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://shop.ngi.be/fr/cartes-historiques/carte-de-ferraris-des-pays-bas-autrichiens-1771-1778/,https://academieroyale.be/fr/l-academie-royale-histoire/
BEL,Belgium,permanent_engineer_services,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEL,Belgium,selective_breeding,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEL,Belgium,specialized_technical_academies,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://academieroyale.be/fr/l-academie-royale-histoire/,https://med.kuleuven.be/en/about-us/facts-figures
BEL,Belgium,stock_exchange,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.worldsfirststockexchange.com/,https://academieroyale.be/fr/l-academie-royale-histoire/
BEL,Belgium,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.scielo.org.mx/scielo.php?pid=S0187-893X2012000200010&script=sci_arttext,https://www.sugar.org/sugar/history/
BEL,Belgium,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEL,Belgium,traditional_glassmaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEL,Belgium,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEN,Benin,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
BEN,Benin,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
BEN,Benin,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
BEN,Benin,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
BEN,Benin,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
BEN,Benin,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
BEO,Belgium,atmospheric_engine,ABSENT,PRESENT,PENDING_TREE_FIX,HIGH,coke_smelting,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.industriemuseum.be/nl/collectie-item/geschiedenis-van-hoogovens
BEO,Belgium,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,industrial_acids,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,industrial_acids,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.persee.fr/doc/pharm_0035-2349_1973_num_61_217_8414_t1_0458_0000_1,https://academieroyale.be/fr/l-academie-royale-histoire/
BEO,Belgium,industrial_canals,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,turnpike_road_networks,industrial_canals,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,industrial_ceramics,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,industrial_ceramics,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://med.kuleuven.be/en/about-us/facts-figures,https://academieroyale.be/fr/l-academie-royale-histoire/
BEO,Belgium,military_topographic_surveying,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://shop.ngi.be/fr/cartes-historiques/carte-de-ferraris-des-pays-bas-autrichiens-1771-1778/,https://academieroyale.be/fr/l-academie-royale-histoire/
BEO,Belgium,organized_forestry,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,permanent_engineer_services,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,selective_breeding,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.scielo.org.mx/scielo.php?pid=S0187-893X2012000200010&script=sci_arttext,https://www.sugar.org/sugar/history/
BEO,Belgium,systematic_legal_codification,PRESENT,ABSENT,REMOVE,MEDIUM,,systematic_legal_codification,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,traditional_glassmaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,traditional_papermaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BEO,Belgium,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://academieroyale.be/fr/l-academie-royale-histoire/,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C
BER,Baroda,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,selective_breeding,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
BER,Baroda,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
BER,Baroda,commercial_insurance_markets,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://egyankosh.ac.in/bitstream/123456789/99952/1/Unit-23.pdf,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/indian-merchants-and-the-trade-in-the-indian-ocean-c-15001750/768BC2DB4CCD8CFC1FE2EAEB3897FF22
BER,Baroda,cotton_gin,ABSENT,UNRESOLVED,PENDING_CLASSIFICATION,HIGH,,cotton_gin,"Le churka/charki à rouleaux est une technologie indienne de longue durée antérieure à 1776. Le nœud C représente donc au moins partiellement une capacité déjà établie, alors que son parent mechanized_spinning encode un chemin industriel européen inadapté.",https://cambridgeblog.org/2013/06/making-cotton-the-tools-of-the-trade/,https://www.govinfo.gov/content/pkg/GOVPUB-A-PURL-gpo22043/pdf/GOVPUB-A-PURL-gpo22043.pdf
BER,Baroda,institutionalized_public_credit,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/issue/1E99573269205F5466FE9174400A6248,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/article/abs/indigenous-banking-firms-in-mughal-india-a-reply/596A0E16A1594F621B57FED26A82526F
