TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Synthesis_Action,Synthesis_Note,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2,Research_Source
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,precision_boring,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,"Steam/metallurgy-linked precision boring; frontier node, not generic metalworking.",No evidence of the steam/metallurgy-linked precision-boring capability represented by this node.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,scientific_fortification_siegecraft,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks barracks/naval fortification and is parent of regulated small arms in this tree.,Dutch fortification engineering in Ceylon was a core local capability.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,Unlocks the game mine suite; requires organized deep/shaft extraction beyond generic quarrying or artisanal mining.,Gem/mineral extraction does not justify the game node that unlocks a broad suite of organized shaft mines.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,state_dockyard_systems,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks naval administration and shipyard; requires an institutional dockyard/arsenal system.,VOC maritime infrastructure and arsenals existed at major ports; local institutional scope was sectoral.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,stock_exchange,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,Organized securities exchange; merchant finance alone is insufficient.,No local organized securities exchange in Ceylon is evidenced for 1776.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,traditional_food_processing,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks food industries; represents organized traditional processing rather than industrial mechanization.,Traditional processing of plantation/food products is compatible with the node.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,traditional_papermaking,TIER,REVIEW,LOW,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,"organized_forestry is currently present; the uncertainty is local paper manufacture, not the prerequisite.","Unlocks paper mill; requires local paper production, not merely imported paper or a printing press.","A printing press is documented from 1737, but that is not proof of a local paper-manufacturing sector.",https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,advanced_crop_rotations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,Do not auto-add selective_breeding; crop rotation had an independent path.,"Unlocks: PM:pm_soil_enriching_farming, PM:pm_soil_enriching_farming_building_rice_farm","Flemish agriculture was exceptionally intensive, with little/no fallow and complex rotations before the end of the eighteenth century.",https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,https://researchportal.unamur.be/en/publications/diffusion-et-application-des-m%C3%A9thodes-culturales-flamandes-dans-l,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,atmospheric_engine,TIER,KEEP,HIGH,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,Tree mismatch: coke_smelting should be removed even though listed as a parent.,"Unlocks: PM:pm_atmospheric_engine_pump_building_coal_mine, PM:pm_atmospheric_engine_pump_building_copper_mine, PM:pm_atmospheric_engine_pump_building_gold_mine, PM:pm_atmospheric_engine_pump_building_iron_mine, PM:pm_atmospheric_engine_pump_building_lead_mine, PM:pm_atmospheric_engine_pump_building_phosphate_mine, PM:pm_atmospheric_engine_pump_building_salt_mine, PM:pm_atmospheric_engine_pump_building_sulfur_mine",The first continental Newcomen-type fire pump operated at Jemeppe from 1721 and steam pumping spread in the Liège/Hainaut mining region.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://collection.sciencemuseumgroup.org.uk/objects/co50900/newcomen-atmospheric-engine,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,codified_practical_knowledge,ABSENT,ADD,MEDIUM,ABSTRACT,ADD,Regional recommendation accepted.,periodical_print_networks and institutionalized_scientific_exchange are retained.,No direct unlock,"Dense agricultural, artisanal, print and learned networks support the broad practical-knowledge node.",https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,coke_smelting,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,Remove rather than preserving it as atmospheric_engine prerequisite.,"Unlocks: bâtiment:building_steel_mill, bâtiment:building_tooling_workshop",Belgian blast furnaces still relied on charcoal into the early nineteenth century; the first modern coke blast furnace at Seraing dates to about 1820.,https://www.industriemuseum.be/nl/collectie-item/geschiedenis-van-hoogovens,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,commercial_insurance_markets,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Parent institutionalized_public_credit is itself under review.,"Unlocks: loi:law_mercantilism, loi:law_mercantilism_navigation_acts","Antwerp possessed a long insurance tradition, but evidence for a 1776 market comparable to Amsterdam/London is weaker.",https://books.google.com/books/about/Marine_Insurance_in_the_Netherlands_1600.html?id=KPihRWh7BlUC,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,distillation,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations",Distillation was an established early-modern craft/industrial practice.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,enclosed_dock_systems,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks: bâtiment:building_port,"Commercial port infrastructure existed; since the node unlocks the port building, it can be retained without implying a major battle-fleet dockyard.",https://whc.unesco.org/en/list/1349,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry",Improved husbandry was established before 1776 and does not imply British-style industrialization.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,institutionalized_public_credit,TIER,REVIEW,MEDIUM,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: loi:law_merchant_banking | Modifier: yes: country_loan_interest_rate_add, country_minting_mult, state_max_trade_advantage_from_capacity_add","Fiscal/financial institutions existed, but tier_1 risks projecting the Dutch Republic's sovereign-credit sophistication onto the Austrian Netherlands.",https://intellectualhistory.site.ox.ac.uk/article/parliamentary-culture-and-public-credit-how-merchants-overcame-their-weak-position,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,institutionalized_scientific_exchange,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: loi:law_freedom_of_conscience | Modifier: yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, country_tech_spread_mult",Learned institutions existed before 1776; retain scientific exchange without inferring British-scale industrial diffusion.,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,https://researchportal.unamur.be/en/publications/diffusion-et-application-des-m%C3%A9thodes-culturales-flamandes-dans-l,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,No direct unlock,Established diplomatic/commercial state practice in 1776.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,light_infantry_tactics,ABSENT,ADD,MEDIUM,ESTABLISHED,ADD,Regional recommendation accepted.,,No direct unlock | Modifier: yes: unit_experience_gain_mult,Eighteenth-century military tactics are plausible for the Austrian Netherlands and should not be lost when correcting the industrial tier.,https://whc.unesco.org/en/list/699,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,organized_forestry,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks: bâtiment:building_logging_camp,Organized timber/forest exploitation is a pre-1776 capability.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,organized_textile_production,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill",Organized textile production existed before 1776; mechanized spinning is audited separately.,https://connaitrelawallonie.wallonie.be/histoire/timeline/18-janvier-1721-installation-de-la-toute-premiere-pompe-feu-du-continent-jemeppe,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/les-campagnes-flamandes-du-xiiie-siecle-au-xviiie-siecle-ou-les-succes-dune-agriculture-traditionnelle/15A2A299629F9C8BC5877BDFAB733E5C,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,periodical_print_networks,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: loi:law_censorship, loi:law_religious_schools | Modifier: yes: country_authority_mult, country_voting_power_mult",The region participated in dense Low Countries print culture; periodical exchange is plausible despite the modern BEL state label.,https://council.science/member/belgium-royal-academies-for-science-and-the-arts-of-belgium-rasab/,https://whc.unesco.org/en/list/1349,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
BEL,Belgium,Western Europe,Southern Low Countries,tier_1,CHANGE_TIER,tier_4,precision_boring,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,Do not preserve merely because atmospheric_engine is retained.,"Unlocks: PM:coffee_plantation_wet_process_manual, PM:molds, PM:pm_pig_iron",No evidence supports a Wilkinson-style precision cylinder-boring capability in the Southern Low Countries by 1 January 1776.,https://collection.sciencemuseumgroup.org.uk/objects/co46448/cast-iron-boring-bar-and-boring-head,https://www.industriemuseum.be/nl/collectie-item/geschiedenis-van-hoogovens,TECH_START_1776_WESTERN_EUROPE_MATRIX.csv
